id,companyName,companyNameKana,industryCode,industryName,prefecture,city,establishedYear,employees,scale,revenueMillionYen,businessDescription,website,demandSignal,demandSignalDetail,registeredActivity,challengeTitle,challengeDetail,challengeCategory,challengeUrgency,seekingProposals,targetDepartment,targetRole,salesScore,existingCustomer,approachStatus,createdAt,fictional,disclaimer
"FC-00592","株式会社アドバンスエナジーパートナーズ","株式会社 アドバンス エナジー パートナーズ","utilities","電気・ガス・熱供給・水道業","栃木県","産業市","2007","28","小規模","392","水処理・インフラ運営","https://example.invalid/utilities/092","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","既存施設の改修","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","インフラ管理部","課長","84","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00593","合同会社アドバンスエナジーワークス","合同会社 アドバンス エナジー ワークス","utilities","電気・ガス・熱供給・水道業","富山県","学園市","2018","241","中小企業","3615","再生可能エネルギー設備管理","https://example.invalid/utilities/093","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","事業エリアの拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","インフラ管理部","責任者","56","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00594","株式会社アドバンスエナジーグループ","株式会社 アドバンス エナジー グループ","utilities","電気・ガス・熱供給・水道業","愛知県","泉市","1961","578","中堅企業","9248","地域エネルギー供給","https://example.invalid/utilities/094","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","DX推進組織の新設","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","インフラ管理部","企画担当","73","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00595","合同会社アドバンスエナジーコーポレーション","合同会社 アドバンス エナジー コーポレーション","utilities","電気・ガス・熱供給・水道業","和歌山県","丘陵市","1972","3015","大企業","51255","水処理・インフラ運営","https://example.invalid/utilities/095","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","安全管理方針の強化","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","インフラ管理部","部長","90","true","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00596","株式会社インテグラエナジーソリューションズ","株式会社 インテグラ エナジー ソリューションズ","utilities","電気・ガス・熱供給・水道業","香川県","未来市","1983","24","小規模","432","再生可能エネルギー設備管理","https://example.invalid/utilities/096","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","業務提携の締結","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","インフラ管理部","課長","62","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00597","合同会社インテグラエナジーパートナーズ","合同会社 インテグラ エナジー パートナーズ","utilities","電気・ガス・熱供給・水道業","大分県","中央市","1994","139","中小企業","2641","地域エネルギー供給","https://example.invalid/utilities/097","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","設備更新予算の増額","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","インフラ管理部","責任者","79","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00598","株式会社インテグラエナジーワークス","株式会社 インテグラ エナジー ワークス","utilities","電気・ガス・熱供給・水道業","宮城県","緑市","2005","726","中堅企業","14520","水処理・インフラ運営","https://example.invalid/utilities/098","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","省エネ投資の開始","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","インフラ管理部","企画担当","96","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00599","合同会社インテグラエナジーグループ","合同会社 インテグラ エナジー グループ","utilities","電気・ガス・熱供給・水道業","埼玉県","さくら市","2016","3163","大企業","66423","再生可能エネルギー設備管理","https://example.invalid/utilities/099","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","新サービスの発表","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","インフラ管理部","部長","68","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00600","株式会社インテグラエナジーコーポレーション","株式会社 インテグラ エナジー コーポレーション","utilities","電気・ガス・熱供給・水道業","福井県","ひかり市","1959","20","小規模","440","地域エネルギー供給","https://example.invalid/utilities/100","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","新拠点の開設計画","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","インフラ管理部","課長","85","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00601","合同会社アークデジタルソリューションズ","合同会社 アーク デジタル ソリューションズ","information","情報通信業","滋賀県","あおば市","1970","287","中小企業","6601","業務システム開発","https://example.invalid/information/001","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","人員採用の拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","中","true","情報システム部","責任者","57","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00602","株式会社アークデジタルパートナーズ","株式会社 アーク デジタル パートナーズ","information","情報通信業","島根県","若葉市","1981","874","中堅企業","20976","クラウド・データ基盤運営","https://example.invalid/information/002","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","既存施設の改修","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","高","true","情報システム部","企画担当","74","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00603","合同会社アークデジタルワークス","合同会社 アーク デジタル ワークス","information","情報通信業","高知県","豊栄市","1992","3311","大企業","82775","通信サービス提供","https://example.invalid/information/003","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業エリアの拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","情報システム部","部長","91","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00604","株式会社アークデジタルグループ","株式会社 アーク デジタル グループ","information","情報通信業","鹿児島県","清流市","2003","16","小規模","416","業務システム開発","https://example.invalid/information/004","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","DX推進組織の新設","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","中","true","情報システム部","課長","63","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00605","合同会社アークデジタルコーポレーション","合同会社 アーク デジタル コーポレーション","information","情報通信業","山形県","旭市","2014","185","中小企業","4995","クラウド・データ基盤運営","https://example.invalid/information/005","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","安全管理方針の強化","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","高","true","情報システム部","責任者","80","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00606","株式会社ネクサスデジタルソリューションズ","株式会社 ネクサス デジタル ソリューションズ","information","情報通信業","東京都","みなと市","1957","322","中堅企業","9016","通信サービス提供","https://example.invalid/information/006","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","業務提携の締結","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","低","true","情報システム部","企画担当","97","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00607","合同会社ネクサスデジタルパートナーズ","合同会社 ネクサス デジタル パートナーズ","information","情報通信業","長野県","高台市","1968","3459","大企業","100311","業務システム開発","https://example.invalid/information/007","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","設備更新予算の増額","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","中","true","情報システム部","部長","69","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00608","株式会社ネクサスデジタルワークス","株式会社 ネクサス デジタル ワークス","information","情報通信業","大阪府","新生市","1979","12","小規模","132","クラウド・データ基盤運営","https://example.invalid/information/008","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","省エネ投資の開始","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","情報システム部","課長","86","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00609","合同会社ネクサスデジタルグループ","合同会社 ネクサス デジタル グループ","information","情報通信業","広島県","平和市","1990","83","中小企業","996","通信サービス提供","https://example.invalid/information/009","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","新サービスの発表","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","情報システム部","責任者","58","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00610","株式会社ネクサスデジタルコーポレーション","株式会社 ネクサス デジタル コーポレーション","information","情報通信業","佐賀県","希望市","2001","470","中堅企業","6110","業務システム開発","https://example.invalid/information/010","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","新拠点の開設計画","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","情報システム部","企画担当","75","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00611","合同会社プライムデジタルソリューションズ","合同会社 プライム デジタル ソリューションズ","information","情報通信業","北海道","文化市","2012","3607","大企業","50498","クラウド・データ基盤運営","https://example.invalid/information/011","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","人員採用の拡大","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","情報システム部","部長","92","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00612","株式会社プライムデジタルパートナーズ","株式会社 プライム デジタル パートナーズ","information","情報通信業","茨城県","産業市","1955","46","小規模","690","通信サービス提供","https://example.invalid/information/012","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","既存施設の改修","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","情報システム部","課長","64","true","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00613","合同会社プライムデジタルワークス","合同会社 プライム デジタル ワークス","information","情報通信業","新潟県","学園市","1966","231","中小企業","3696","業務システム開発","https://example.invalid/information/013","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","事業エリアの拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","情報システム部","責任者","81","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00614","株式会社プライムデジタルグループ","株式会社 プライム デジタル グループ","information","情報通信業","静岡県","泉市","1977","618","中堅企業","10506","クラウド・データ基盤運営","https://example.invalid/information/014","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","DX推進組織の新設","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","高","true","情報システム部","企画担当","98","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00615","合同会社プライムデジタルコーポレーション","合同会社 プライム デジタル コーポレーション","information","情報通信業","奈良県","丘陵市","1988","3755","大企業","67590","通信サービス提供","https://example.invalid/information/015","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","安全管理方針の強化","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","低","true","情報システム部","部長","70","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00616","株式会社オルビスデジタルソリューションズ","株式会社 オルビス デジタル ソリューションズ","information","情報通信業","徳島県","未来市","1999","42","小規模","798","業務システム開発","https://example.invalid/information/016","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","業務提携の締結","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","中","true","情報システム部","課長","87","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00617","合同会社オルビスデジタルパートナーズ","合同会社 オルビス デジタル パートナーズ","information","情報通信業","熊本県","中央市","2010","129","中小企業","2580","クラウド・データ基盤運営","https://example.invalid/information/017","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","設備更新予算の増額","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","高","true","情報システム部","責任者","59","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00618","株式会社オルビスデジタルワークス","株式会社 オルビス デジタル ワークス","information","情報通信業","岩手県","緑市","2021","766","中堅企業","16086","通信サービス提供","https://example.invalid/information/018","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","省エネ投資の開始","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","低","true","情報システム部","企画担当","76","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00619","合同会社オルビスデジタルグループ","合同会社 オルビス デジタル グループ","information","情報通信業","群馬県","さくら市","1964","3903","大企業","85866","業務システム開発","https://example.invalid/information/019","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","新サービスの発表","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","中","true","情報システム部","部長","93","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00620","株式会社オルビスデジタルコーポレーション","株式会社 オルビス デジタル コーポレーション","information","情報通信業","石川県","ひかり市","1975","38","小規模","874","クラウド・データ基盤運営","https://example.invalid/information/020","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","新拠点の開設計画","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","高","true","情報システム部","課長","65","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00621","合同会社ノヴァデジタルソリューションズ","合同会社 ノヴァ デジタル ソリューションズ","information","情報通信業","三重県","あおば市","1986","277","中小企業","6648","通信サービス提供","https://example.invalid/information/021","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","人員採用の拡大","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","低","true","情報システム部","責任者","82","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00622","株式会社ノヴァデジタルパートナーズ","株式会社 ノヴァ デジタル パートナーズ","information","情報通信業","鳥取県","若葉市","1997","914","中堅企業","22850","業務システム開発","https://example.invalid/information/022","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","既存施設の改修","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","中","true","情報システム部","企画担当","99","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00623","合同会社ノヴァデジタルワークス","合同会社 ノヴァ デジタル ワークス","information","情報通信業","愛媛県","豊栄市","2008","4051","大企業","105326","クラウド・データ基盤運営","https://example.invalid/information/023","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","事業エリアの拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","高","true","情報システム部","部長","71","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00624","株式会社ノヴァデジタルグループ","株式会社 ノヴァ デジタル グループ","information","情報通信業","宮崎県","清流市","2019","34","小規模","918","通信サービス提供","https://example.invalid/information/024","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","DX推進組織の新設","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","低","true","情報システム部","課長","88","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00625","合同会社ノヴァデジタルコーポレーション","合同会社 ノヴァ デジタル コーポレーション","information","情報通信業","秋田県","旭市","1962","175","中小企業","4900","業務システム開発","https://example.invalid/information/025","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","安全管理方針の強化","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","中","true","情報システム部","責任者","60","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00626","株式会社ユニゾンデジタルソリューションズ","株式会社 ユニゾン デジタル ソリューションズ","information","情報通信業","千葉県","みなと市","1973","362","中堅企業","10498","クラウド・データ基盤運営","https://example.invalid/information/026","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","業務提携の締結","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","高","true","情報システム部","企画担当","77","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00627","合同会社ユニゾンデジタルパートナーズ","合同会社 ユニゾン デジタル パートナーズ","information","情報通信業","山梨県","高台市","1984","4199","大企業","46189","通信サービス提供","https://example.invalid/information/027","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","設備更新予算の増額","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","低","true","情報システム部","部長","94","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00628","株式会社ユニゾンデジタルワークス","株式会社 ユニゾン デジタル ワークス","information","情報通信業","京都府","新生市","1995","30","小規模","360","業務システム開発","https://example.invalid/information/028","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","省エネ投資の開始","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","中","true","情報システム部","課長","66","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00629","合同会社ユニゾンデジタルグループ","合同会社 ユニゾン デジタル グループ","information","情報通信業","岡山県","平和市","2006","73","中小企業","949","クラウド・データ基盤運営","https://example.invalid/information/029","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","新サービスの発表","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","高","true","情報システム部","責任者","83","true","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00630","株式会社ユニゾンデジタルコーポレーション","株式会社 ユニゾン デジタル コーポレーション","information","情報通信業","福岡県","希望市","2017","510","中堅企業","7140","通信サービス提供","https://example.invalid/information/030","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","新拠点の開設計画","在庫差異と配送負担を減らしたい","在庫状況の把握に時間がかかっており、入出庫と配送計画を改善する提案を募集しています。","物流・在庫","低","true","情報システム部","企画担当","55","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00631","合同会社ヴェリタスデジタルソリューションズ","合同会社 ヴェリタス デジタル ソリューションズ","information","情報通信業","沖縄県","文化市","1960","4347","大企業","65205","業務システム開発","https://example.invalid/information/031","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","人員採用の拡大","エネルギー・運用費を削減したい","拠点運営費が増加しているため、効果を測定できる省エネ・コスト削減策を求めています。","コスト削減","中","true","情報システム部","部長","72","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00632","株式会社ヴェリタスデジタルパートナーズ","株式会社 ヴェリタス デジタル パートナーズ","information","情報通信業","福島県","産業市","1971","26","小規模","416","クラウド・データ基盤運営","https://example.invalid/information/032","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","既存施設の改修","設備の老朽化と保守負担を減らしたい","既存設備の故障と保守工数が増えており、更新計画と運用改善を一緒に提案できる企業を探しています。","設備・施設","高","true","情報システム部","課長","89","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00633","合同会社ヴェリタスデジタルワークス","合同会社 ヴェリタス デジタル ワークス","information","情報通信業","神奈川県","学園市","1982","221","中小企業","3757","通信サービス提供","https://example.invalid/information/033","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","事業エリアの拡大","問い合わせと顧客対応を効率化したい","問い合わせ情報が複数部署に分散しており、対応状況を一元管理できる仕組みを探しています。","営業・顧客管理","低","true","情報システム部","責任者","61","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00634","株式会社ヴェリタスデジタルグループ","株式会社 ヴェリタス デジタル グループ","information","情報通信業","岐阜県","泉市","1993","658","中堅企業","11844","業務システム開発","https://example.invalid/information/034","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","DX推進組織の新設","採用後の教育と定着を改善したい","人員拡大に対して教育担当者が不足しており、研修の標準化と定着支援を相談したいです。","人材・労務","中","true","情報システム部","企画担当","78","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00635","合同会社ヴェリタスデジタルコーポレーション","合同会社 ヴェリタス デジタル コーポレーション","information","情報通信業","兵庫県","丘陵市","2004","4495","大企業","85405","クラウド・データ基盤運営","https://example.invalid/information/035","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","安全管理方針の強化","新サービスの販売パートナーを探したい","新サービスの提供地域を広げるため、共同提案や販売連携が可能な企業を探しています。","事業開発","高","true","情報システム部","部長","95","false","アプローチ準備中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00636","株式会社セントラルデジタルソリューションズ","株式会社 セントラル デジタル ソリューションズ","information","情報通信業","山口県","未来市","2015","22","小規模","440","通信サービス提供","https://example.invalid/information/036","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","業務提携の締結","現場の安全管理と品質記録を強化したい","点検記録と事故予防の仕組みを見直しており、導入負担の小さい安全管理提案を受け付けています。","安全・品質","低","true","情報システム部","課長","67","false","未対応","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
"FC-00637","合同会社セントラルデジタルパートナーズ","合同会社 セントラル デジタル パートナーズ","information","情報通信業","長崎県","中央市","1958","119","中小企業","2499","業務システム開発","https://example.invalid/information/037","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","設備更新予算の増額","手作業と紙中心の業務をデジタル化したい","部門間の情報共有が手作業になっているため、現場へ定着しやすい業務システムの提案を募集しています。","DX・IT","中","true","情報システム部","責任者","84","false","情報収集中","2026-08-30","true","本データはデモ用途の架空企業です。実在の企業・団体とは関係ありません。"
